ID,Title,Creator,Tags,Published Time,Duration,Description,View Count,Like Count,Like Rate,Comment Count,Error,YouTube Links,Archive URL
3NSideXtoug,Black-Eyed Susan by Jen Sygit,Bonnie Bucqueroux,"['Jen Sygit', 'Black-Eyed Susan', 'Drew Howard', 'Cafe Cappucino', 'Lansing', 'Michigan']",2006-08-10T21:09:26Z,PT7M11S,"Michigan singer-songwriter Jen Sygit performs her song ""Black-Eyed Susan."" She's accompanied by Drew Howard on dobro. The performance was at the Cafe Cappucino in Lansing, August 5, 2006",9872,32,,7,,https://www.youtube.com/watch?v=3NSideXtoug,https://archive.org/details/youtube-3NSideXtoug
JXN2V7Hbd54,The Rub - by Jen Sygit,Bonnie Bucqueroux,"['Jen Sygit', 'The Rub', 'Drew Howard', 'Cafe Cappucino', 'Lansing', 'Michigan']",2006-08-10T21:32:09Z,PT5M,"Michigan singer-songwriter Jen Sygit performs her song ""The Rub."" She is accompanied by Drew Howard on dobro. The performance was recorded at Cafe Cappucino in Lansing, Michigan, on August 5, 2006.",6061,17,,3,,https://www.youtube.com/watch?v=JXN2V7Hbd54,https://archive.org/details/youtube-JXN2V7Hbd54
p2LBXKW2mSw,Back to the Roots - by Jen Sygit,Bonnie Bucqueroux,"['Jen Sygit', 'Back to the Roots', 'Drew Howard', 'Cafe Cappucino', 'Lansing', 'Michigan']",2006-08-10T22:00:26Z,PT5M12S,"Michigan singer-songwriter Jen Sygit performs her song ""Back to the Roots."" She is accompanied by Drew Howard on dobro. The performance was at Cafe Cappucino in Lansing, Michigan, on August 5, 2006.",2109,7,,1,,https://www.youtube.com/watch?v=p2LBXKW2mSw,https://archive.org/details/youtube-p2LBXKW2mSw
I1wsFd_pHRI,Czechtek 2006,pockets23,"['czechtek', 'teknival']",2006-08-11T12:22:42Z,PT46S,"Tir Na gCasta, Fatal Noise, AKA, Komatsu sytems",20239,16,,3,,https://www.youtube.com/watch?v=I1wsFd_pHRI,https://archive.org/details/youtube-I1wsFd_pHRI
eYO1-gGWJyo,Travis - Sing (Official HD Music Video),Travis,"['Travis', 'Sing', 'The Invisible Band', 'Official Music Video', 'Brit Pop', 'Alternative Rock', 'Indie Music', 'HD']",2006-08-11T15:39:45Z,PT3M49S,"Travis' infamous video for “Sing”, the first single from their third album ""The Invisible Band"" features the band in a food fight! Now in HD. 

Directed by Jonathan Dayton and Valerie Faris.

Stream and buy 'The Invisible Band': https://found.ee/travis-theinvisibleband
Listen to Travis: https://linktr.ee/travisband 
Watch more: https://bit.ly/TravisWatch

Official Website: https://travisonline.com
Subscribe to the official Travis YouTube channel: https://bit.ly/TravisYTsub
Official Store: https://travis.tmstor.es/ 
Travis on Instagram: https://www.instagram.com/travistheband 
Travis on Facebook: https://www.facebook.com/travistheband 
Travis on X (Twitter): https://twitter.com/TravisBand 
Travis on TikTok:https://www.tiktok.com/@travisband 
Subscribe to the mailing list: https://bit.ly/TravisSubscribe


Lyrics:

Baby, you've been going so crazy 
Lately, nothing seems to be going right 
Solo, why do you have to get so low 
You're so
You've been waiting in the sun too long

But if you sing, sing, sing, sing, sing, sing 
For the love you bring won't mean a thing 
Unless you sing, sing, sing, sing

Colder, crying on your shoulder 
Hold her, and tell her everythings gonna be fine 
Surely, you've been going to early 
Hurry, 'cause no one's gonna be stopped

No, now, now, now, now if you sing, sing, sing, sing, sing, sing 
For the love you bring won't mean a thing 
Unless you sing, sing, sing, sing

Baby, there's something going on today 
But I say nothing, nothing, nothing 
Nothing, nothing, nothing, nothing, nothing, nothing, nothing

So, now, now, now, now, now if you sing, sing, sing, sing, sing, sing 
For the love you bring won't mean a thing 
Unless you sing, sing, sing, sing
Ah baby sing, sing, sing, sing, sing, sing
For the love you bring won't mean a thing 
Unless you sing, sing, sing, sing

Travis are a Scottish rock band formed in Glasgow in 1990, composed of Fran Healy (lead vocals, rhythm guitar), Dougie Payne (bass guitar, backing vocals), Andy Dunlop (lead guitar, banjo, backing vocals) and Neil Primrose (drums, percussion). The band's name comes from the character Travis Henderson (played by Harry Dean Stanton) from the film Paris, Texas (1984).

#Travis #Alternative #IndieMusic",42177388,300387,,8347,,https://www.youtube.com/watch?v=eYO1-gGWJyo,https://archive.org/details/youtube-eYO1-gGWJyo
zzUdJ-5fscA,Travis - Driftwood (Official HD Music Video),Travis,"['Travis', 'Official Music Video', 'Brit Pop', 'Alternative Rock', 'Indie Music', 'Driftwood', 'The Man Who', 'HD']",2006-08-11T15:50:42Z,PT3M44S,"Official HD video for ""Driftwood"", taken from Travis' second studio album, 'The Man Who'.

Directed by Garth Jennings

Listen to 'The Man Who' - https://found.ee/travis-themanwho
Listen to Travis: https://linktr.ee/travisband 
Watch more: https://bit.ly/TravisWatch

Official Website: https://travisonline.com
Subscribe to the official Travis YouTube channel: https://bit.ly/TravisYTsub
Official Store: https://travis.tmstor.es/ 
Travis on Instagram: https://www.instagram.com/travistheband 
Travis on Facebook: https://www.facebook.com/travistheband 
Travis on X (Twitter): https://twitter.com/TravisBand 
Travis on TikTok:https://www.tiktok.com/@travisband 
Subscribe to the mailing list: https://bit.ly/TravisSubscribe


Lyrics:

Everything is open
Nothing is set in stone
Rivers turn to ocean
Oceans tide you home
Home is where your heart is
But your heart had to roam
Drifting over bridges
Never to return
Watching bridges burn

You're driftwood floating underwater
Breaking into pieces pieces pieces
Just driftwood hollow and of no use
Waterfalls will find you bind you grind you

Nobody is an island
Everyone has to go
Pillars turn to butter
Butterflying low
Low is where your heart is
But your heart has to grow
Drifting under bridges
Never with the flow

And you really didn't think it would happen
But it really is the end of the line
So I'm sorry that you turned to driftwood
But you've been drifting for a long long time

Everywhere there's trouble
Nowhere's safe to go
Pushes turn to shovel's
Shoveling the snow
Frozen you have chosen
The path you wish to go
Drifting now forever
And forever more
Until you reach your shore

You're driftwood floating underwater
Breaking into pieces pieces pieces
Just driftwood hollow and of no use
Waterfalls will find you bind you grind you
And you really didn't think it would happen
But it really is the end of the line

So I'm sorry that you turned to driftwood
But you've been drifting for a long long time
You've been drifting for a long long time
You've been drifting for a long long
Drifting for a long long time

Travis are a Scottish rock band formed in Glasgow in 1990, composed of Fran Healy (lead vocals, rhythm guitar), Dougie Payne (bass guitar, backing vocals), Andy Dunlop (lead guitar, banjo, backing vocals) and Neil Primrose (drums, percussion). The band's name comes from the character Travis Henderson (played by Harry Dean Stanton) from the film Paris, Texas (1984).

#Travis #Alternative #IndieMusic",5995441,20821,,1433,,https://www.youtube.com/watch?v=zzUdJ-5fscA,https://archive.org/details/youtube-zzUdJ-5fscA
,Mamonov,null,,2006-08-12T00:00:00Z,,,,,,,,Deleted,https://archive.org/details/youtube-9SjHLau-DWE
qb89gZjLhCM,Temptation - The Rebel Angel,TheRebelAngel,"['animation', 'music', 'rave', 'movie', 'rebel', 'angel']",2006-08-12T16:28:24Z,PT1M19S,MOVIES YOU CAN DANCE TO,188,0,,0,,https://www.youtube.com/watch?v=qb89gZjLhCM,https://archive.org/details/youtube-qb89gZjLhCM
hYU3Gi4koJg,Audio Adrenaline - Leaving 99 (subtitulado al espa?ol),sweetjw,"['Audio', 'Adrenaline', 'leaving', '99']",2006-08-13T01:55:39Z,PT3M27S,"Activar los subtítulos
(Traducción)
Estoy perdido y herido, totalmente solo en este camino.
las ruedas siguen girando pero la sensación se ha ido...

Cuando temo estar solo, Tú me recuerdas que no estoy solo
al decir: 
Yo dejaría las noventa y nueve, 
las dejaría a todas para encontrarte, 
sólo por ti

Está oscuro y solitario y la senda es incierta
No puedo mover mis pies porque estoy congelado de miedo
entonces tu dices: ""hijo mío, Hijo mío"" yo siempre estoy aquí.
Estoy a tu lado.

Nunca estas demasiado lejos
prometo que te encontraré
Llegaré hasta el lodo y el fango
Te seguiré hasta el final como un amigo fiel
Nada en este mundo puede mantenerme lejos.

..................
Beautiful Song... brought tears to my eyes ..

Leaving 99

I'm lost and broken 
All alone on this road 
The wheels keep turnin' 
But the feelin' is gone 
When I fear I'm on my own 
You remind me I am not alone 
When You said 

(Chorus) 
I'd leave ninety-nine 
Leave them all behind 
To find you 
For you alone 
I'd leave ninety-nine 
Leave them all behind 
To find you 

It's dark and lonely 
And the path is unclear 
Can't move my feet 
Because I'm frozen in fear 
Then you say, ""My child, my child 
I am always here, I'm by your side"" 

(chorus) 

You're never too far down 
I promise you'll be found 
I'll reach into the mud and mirely clay 
Pursue you to the end 
Like a faithful friend 
Nothing in this world can keep me away 

(chorus)",77014,275,,26,,https://www.youtube.com/watch?v=hYU3Gi4koJg,https://archive.org/details/youtube-hYU3Gi4koJg
CPcmMK_c5h4,Tyr - Hail To The Hammer,Rigpa,"['tyr', 'hammer', 'viking', 'metal', 'nordic']",2006-08-14T00:38:00Z,PT4M35S,viking metal from Faroe Islands,20890,80,,28,,https://www.youtube.com/watch?v=CPcmMK_c5h4,https://archive.org/details/youtube-CPcmMK_c5h4
8GTwsPuvrkw,UNCLE LUCIUS-Runnin' LIVE on CapZeyeZ 8/12/06,rAwTiMe,"['uncle', 'lucius', 'austin', 'texas', 'country', 'blues', 'soul', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'live', 'uncensored', 'free']",2006-08-15T02:33:02Z,PT4M26S,"Uncle Lucius perfectly blends elements of country, blues, and soul to produce a distinct roots rock sound that is attracting fans and listeners from many different areas of musical backgrounds. Uncle Lucius is a four piece country rock band from Austin, Texas. All of Uncle Lucius' members are native Texans who moved to Austin in order to pursue careers in music. In early 2005 fate intervened and brought them together. They are now playing around Texas in bars and clubs close to you.

http://www.myspace.com/unclelucius",2792,10,,1,,https://www.youtube.com/watch?v=8GTwsPuvrkw,https://archive.org/details/youtube-8GTwsPuvrkw
dqa04Ge0nyM,Metal Sanaz interview with SOTU and GWAR,Metal Sanaz,"['SOTU', 'GWAR', 'METAL', 'SANAZ', 'HEAVY', 'ROCK']",2006-08-16T00:41:54Z,PT7M12S,"http://www.metalsanaz.com

Metal Sanz interviews SOTU and GWAR",42554,130,,24,,https://www.youtube.com/watch?v=dqa04Ge0nyM,https://archive.org/details/youtube-dqa04Ge0nyM
qLO6J4LG59w,Jimmy sings "Redneck Blues",Marc Landers,"['Blues', 'pub', 'redneck', 'drunk', 'singing', 'music', 'scotland']",2006-08-16T19:07:13Z,PT3M,My friend Jimmy got pissed in the pub and felt like singing.,383,0,,0,,https://www.youtube.com/watch?v=qLO6J4LG59w,https://archive.org/details/youtube-qLO6J4LG59w
8BPZmr2dvLQ,Asian Dub Foundation's GADDAFI: A LIVING MYTH,enogaddafi,"['ADF', 'Asian', 'Dub', 'Foundation', 'Gaddafi', 'Music', 'Live', 'Theatre', 'Politics', 'War', 'Libya', 'Terrorism', 'Muslim', 'Bush', 'Blair', 'Reagan', 'Drum', 'Bass', 'News']",2006-08-18T16:44:34Z,PT4M17S,"Check out a behind the scenes video and interview with ADF's Chandrasonic (Steve Chandra Savale) and Production Director David Freeman. 

'A blistering fusion of hedonism and empowerment' The Guardian on ADF 

Experience an assault on your senses in this provocative major new work, an exhilarating blend of live music, theatre and film. Download a free track from Gaddafi by ADF, featuring North African instrumentation by Diaspora - visit:
www.eno.org/gaddafi

'I thought it would be interesting to do an anti-musical. Gaddafi is like Ziggy Stardust in reverse.' ADF's Steve Chandra Savale in The Guardian 

Mercury Prize-nominated Asian Dub Foundation create an electrifying soundtrack to award-winning playwright Shan Khan's punchy, satirical writing. Famed for his role in BBC TV's This Life, actor and singer Ramon Tikaram stars as Colonel Gaddafi. 

If you've thrilled at the raw energy of De La Guarda or Fuerzabruta, or chuckled at the caustic wit of Jerry Springer the Opera, book now to ensure you don't miss this major event.

LIVE AT LONDON COLISEUM
OPENS SEPTEMBER 7th 2006
MORE INFO: www.eno.org/gaddafi",18571,27,,1,,https://www.youtube.com/watch?v=8BPZmr2dvLQ,https://archive.org/details/youtube-8BPZmr2dvLQ
zEC0RM14B4E,Coconut Grove - Drew Howard (steel guitar),Bonnie Bucqueroux,"['steel guitar', 'Drew Howard', 'Michigan', 'Coconut Grove', 'Fender Stringmaster']",2006-08-18T18:21:54Z,PT1M15S,Drew Howard plays his Fender Stringmaster.  Please excuse the livingroom rug.,253467,214,,24,,https://www.youtube.com/watch?v=zEC0RM14B4E,https://archive.org/details/youtube-zEC0RM14B4E
JQp-FlgFuOY,More Fun With a Piano,UndoTube,"['brandon', 'hardesty', 'artietsmitw', 'beetlejuice', 'fargo', 'star', 'wars', 'indiana', 'jones', 'zelda', 'imagine', 'john', 'lennon', 'fun', 'piano']",2006-08-20T03:52:33Z,PT8M17S,"Just a few little diddies, and a short announcement.

Beetlejuice
Score from Fargo
Star Wars Theme
Song of Storms - Zelda 64 (aka The Windmill Song)
Indiana Jones Theme
Imperial Death March - Star Wars
Imagine - John Lennon

That's all, if you don't count the knuckle song.

Does my neck really stretch that far out? Dear God, I'm like E.T.",136305,1387,,387,,https://www.youtube.com/watch?v=JQp-FlgFuOY,https://archive.org/details/youtube-JQp-FlgFuOY
DaD93R3WSuc,"PARIAH-Love To Turn You On Live at the Back Room, Austin, Tx",rAwTiMe,"['Pariah', 'rattle', 'your', 'skull', 'austin', 'texas', 'back', 'room', 'capzeyez', 'dave', 'prewitt', 'free', 'public', 'access', 'cable', 'tv', 'relevision', 'download']",2006-08-22T23:51:33Z,PT4M22S,"From the 1990 Halloween show at The Back Room, here is a clip of one of the classics, ""Love To Turn You On""",4991,44,,6,,https://www.youtube.com/watch?v=DaD93R3WSuc,https://archive.org/details/youtube-DaD93R3WSuc
hhnvvsRdAQ4,PARIAH-You're Gunna Miss Me Baby Live at The Back Room,rAwTiMe,"['pariah', 'rattle', 'your', 'skull', 'austin', 'texas', 'roky', 'erickson', '13th', 'floor', 'elevators', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'free', 'live']",2006-08-23T00:52:17Z,PT3M59S,"From the Halloween show at the Back Room in Austin texas 1990, here is one of Austin's premier bands to emerge ever, doing a Roky Erickson classic ""You're Gunna Miss Me""",3543,21,,5,,https://www.youtube.com/watch?v=hhnvvsRdAQ4,https://archive.org/details/youtube-hhnvvsRdAQ4
pxLNtqwmzlo,"PARIAH-Letter To Myself Live at The Back Room, Austin, Tx.",rAwTiMe,"['pariah', 'austin', 'texas', 'rattle', 'your', 'skull', 'capzeyez', 'dave', 'prewitt', 'cable', 'access', 'tv', 'television', 'free', 'download', 'live', 'concert']",2006-08-23T01:37:54Z,PT5M9S,"Another clip, a ballad this time, from the PARIAH set at the legendary Back Room in Austin Tx Halloween 1990 - ""A Letter To Myself""",7079,47,,8,,https://www.youtube.com/watch?v=pxLNtqwmzlo,https://archive.org/details/youtube-pxLNtqwmzlo
dWHgOevYcNA,"PARIAH-Sick Kid Live at The Back Room, Austin, Tx. Halloween 1990",rAwTiMe,"['pariah', 'rattle', 'your', 'skull', 'back', 'room', 'austin', 'texas', 'capzeyez', 'dave', 'prewitt', 'live', 'cable', 'access', 'tv', 'free', 'download']",2006-08-23T02:01:17Z,PT3M12S,"The big one, the anthem-SICK KID! Live at the Back Room Halloween 1990",3349,23,,3,,https://www.youtube.com/watch?v=dWHgOevYcNA,https://archive.org/details/youtube-dWHgOevYcNA
Fb6hPlPhAyg,The Nation Blue - Knee Snap @ Foo Fighters,MATT WESTON,"['nation', 'blue', 'foo', 'fighters', 'grohl', 'shifflet']",2006-08-25T15:45:48Z,PT1M47S,bass player matt weston dislocated his kneecap in the 3rd song of their first show with the Foo Fighters,5513,13,,4,,https://www.youtube.com/watch?v=Fb6hPlPhAyg,https://archive.org/details/youtube-Fb6hPlPhAyg
#NAME?,E.O.E. - Him Crazy Man,Park City Television,"['EOE', 'music', 'reggae', 'bush', 'hip-hop', 'pctv', 'Park', 'City', 'Television', 'utah']",2006-08-25T17:43:58Z,PT4M17S,"New Orleans band E.O.E. (www.eoeuniverse.com)playing live on Park City Television.  Him Crazy Man is a political screed against President Bush.

For more music, sports & news, tune in to PCTV LIVE ONLINE at www.parkcity.tv",1328,11,,1,,https://www.youtube.com/watch?v=-ERhsJRTq-U&pp=ygUrRS5PLkUuIC0gSGltIENyYXp5IE1hbiBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-E.O.E._-_Him_Crazy_Man
qMXfZNWYPmU,E.O.E. - Drumline,Park City Television,"['EOE', 'music', 'reggae', 'latin', 'rhythm', 'hip-hop', 'pctv', 'Park', 'City', 'Television', 'utah']",2006-08-25T17:46:19Z,PT3M20S,"New Orleans band E.O.E. (www.eoeuniverse.com)playing live on Park City Television.  This is an acoustic number played by all four members using a rack of plastic buckets.

For more music, sports & news, tune in to PCTV LIVE ONLINE at www.parkcity.tv",2073,4,,1,,https://www.youtube.com/watch?v=qMXfZNWYPmU&pp=ygUmRS5PLkUuIC0gRHJ1bWxpbmUgUGFyayBDaXR5IFRlbGV2aXNpb24%3D,https://archive.org/details/prkcitut-E.O.E._-_Drumline
UhltCUVMVwA,E.O.E. - Tandem,Park City Television,"['EOE', 'music', 'reggae', 'latin', 'rhythm', 'hip-hop', 'pctv', 'Park', 'City', 'Television', 'utah']",2006-08-25T17:57:31Z,PT4M8S,"New Orleans band E.O.E. (www.eoeuniverse.com)playing live on Park City Television.  

For more music, sports & news, tune in to PCTV LIVE ONLINE at www.parkcity.tv",1085,7,,1,,https://www.youtube.com/watch?v=UhltCUVMVwA&pp=ygUkRS5PLkUuIC0gVGFuZGVtIFBhcmsgQ2l0eSBUZWxldmlzaW9u,https://archive.org/details/prkcitut-E.O.E._-_Tandem
8u4P0pApxHA,Wolfe Tones,Ronan Mc,"['Wolfe', 'Tones']",2006-08-26T23:54:17Z,PT2M13S,The legendary tones singing a nation once again,12575,40,,3,,https://www.youtube.com/watch?v=8u4P0pApxHA,https://archive.org/details/youtube-8u4P0pApxHA
